,root:BJN,root:TT
MTC4T1,0.02968545,0.97031456
MTC4T2,0.5862379,0.41376206
MTT4T12a,0.028061233,0.9719387
MTT4T12b,0.02806135,0.9719386
MTT4T14,0.028061239,0.9719387
MTT4T9a,0.03464782,0.9653521
MTT4T9b,0.028061993,0.97193795
MTT4T17,0.2598358,0.7401642
MTB4T21,0.58150995,0.4184901
MTB4T22,0.6125824,0.3874176
MTB4T23,0.6216286,0.37837145
MTB4T24,0.57875407,0.42124593
MTB4T25,0.6176126,0.38238737
