,root:BJN,root:TT
MTC4T1,0.59098285,0.40901718
MTC4T2,0.60776293,0.39223713
MTT4T12a,0.09753376,0.90246624
MTT4T12b,0.09745387,0.90254605
MTT4T14,0.09746185,0.9025381
MTT4T9a,0.23984319,0.7601568
MTT4T9b,0.10093733,0.8990627
MTT4T17,0.12941803,0.8705819
MTB4T21,0.6055501,0.39444995
MTB4T22,0.6000591,0.39994088
MTB4T23,0.5963068,0.40369323
MTB4T24,0.60699505,0.39300492
MTB4T25,0.6000173,0.3999827
