,root:BJN,root:TT
MTC1T1,0.5725036,0.42749643
MTC1T2,0.028777657,0.9712224
MTT1T4,0.12918335,0.87081665
MTT1T5,0.028326424,0.9716736
MTT1T11,0.028326416,0.9716736
MTT1T12,0.028732752,0.9712673
MTT1T13,0.028326439,0.9716735
MTT1T15,0.58849865,0.4115014
MTT1T8,0.028329046,0.9716709
MTT1T9,0.028326424,0.9716736
MTT1T17,0.028770734,0.97122926
