,root:China,root:Trinidad and Tobago,Unknown
MTC1T1,0.7873039,0.21269605,0.0
MTC1T2,0.787307,0.21269298,0.0
MTT1T4,0.782158,0.21784201,0.0
MTT1T5,0.7082118,0.29178822,0.0
MTT1T11,0.26147193,0.72603214,0.012495935
MTT1T12,0.26166785,0.7261243,0.012207866
MTT1T13,0.54050374,0.4594963,0.0
MTT1T15,0.78729236,0.2127077,0.0
MTT1T8,0.7082118,0.29178822,0.0
MTT1T9,0.26147193,0.72603214,0.012495935
MTT1T17,0.70820874,0.29179123,0.0
