#OTU ID	MTC4T1	MTC4T2	MTT4T12a	MTT4T12b	MTT4T14	MTT4T9a	MTT4T9b	MTT4T17	MTB4T21	MTB4T22	MTB4T23	MTB4T24	MTB4T25
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39	7.28841724731e-05	0.0	7.19925127787e-05	4.97735304365e-05	0.0	0.000515736325028	0.0	0.0	0.0	0.0	3.41009843817e-05	0.0	0.0
k__Bacteria;p__Tenericutes;c__RF3;o__ML615J-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__[Cerasicoccales]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	0.0	0.0	2.39975042596e-05	4.97735304365e-05	3.58275262884e-05	7.64053814857e-05	2.87811195856e-05	0.0	0.0	0.0	0.0	1.04522697104e-05	0.0
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__[Thermi];c__Deinococci;o__Thermales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	0.0	0.0	0.0	0.0	0.0	1.91013453714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	9.71788966308e-06	8.44480475611e-06	0.000727924295873	0.0003981882434919	0.000206008276159	7.64053814857e-05	5.75622391711e-05	1.08379349399e-05	0.0	0.0	2.27339895878e-05	2.09045394207e-05	2.34164617726e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae	0.0	0.0	6.39933446922e-05	8.71036782639e-05	8.95688157211e-06	6.36711512381e-06	2.87811195856e-05	5.4189674699400005e-06	0.0	0.0	0.0	0.0	1.17082308863e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermacoccaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dietziaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Gordoniaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	4.37305034839e-05	0.0	2.39975042596e-05	1.24433826091e-05	0.0	2.54684604952e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae	0.0	0.0	0.0	0.0	0.0	6.36711512381e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	1.45768344946e-05	0.0	0.00018398086599	0.00028619780001	9.85256972932e-05	0.0119510750873999	0.00377032666571	0.0052455605109	0.0	1.45246798518e-05	5.68349739696e-05	3.13568091311e-05	1.17082308863e-05
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	0.000762854338552	5.91136332928e-05	0.010350923504	0.0273381115923	0.000107482578865	0.00194833722789	0.000964167506116	0.000807426153021	1.44601658581e-05	4.35740395555e-05	0.000250073885466	2.09045394207e-05	0.000140498770636
k__Bacteria;p__Bacteroidetes;c__;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.409905444934	0.114317321984	0.0452272963612	0.114927081778	0.0282768751232	0.258772292862	0.0299755360484	0.5190720560100001	0.208978316981	0.29018857876	0.311205583468	0.197119354468	0.280072591031
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	0.00604452737044	0.0181732198352	0.00141585275131	0.00292419491315	0.00227504791932	0.0290085765041	0.00479205641099	0.113689937519	0.0190874189327	0.0395313369968	0.0516743583330999	0.0182392106445999	0.0513640088983
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	4.85894483154e-05	0.4401432238889999	0.0321886523802	0.0828107112637	0.209098400301	0.041965655781	0.0572600374155	0.00333808396148	0.49538359205	0.386860006294	0.235251324255	0.511993979493	0.318838543496
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	0.000272100910566	0.00091203891366	1.5998336173e-05	0.000124433826091	0.000456800960178	0.00686375010347	0.000115124478342	0.0018370299723099	0.00192320205913	0.00395555447965	0.0060131402459799	0.00177688585076	0.00340709518792
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae]	0.00197759054644	0.00404506147818	3.19966723461e-05	2.48867652183e-05	0.000116439460437	0.0002674188352	1.43905597928e-05	5.4189674699400005e-06	0.00103390185885	0.00140889394563	0.00252347284425	0.00127517690466	0.00151036178433
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae]	0.000422728200344	0.00194230509391	7.99916808652e-06	3.73301478274e-05	0.000188094513014	0.00778698179642	0.0003453734350269	0.00266613199521	0.00943525822241	0.0317267423564	0.0353172528246999	0.0072956842578399	0.0379815009952
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]	0.0117246338785	0.0163744764221	0.0005119467575369	0.000983027226121	0.000725507407341	0.00392214291627	0.000158296157721	2.16758698798e-05	0.0427731706083	0.0302597496914	0.0501057130516	0.0408579222978	0.0457674745346
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4189674699400005e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4189674699400005e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__	0.0	0.0	7.99916808652e-06	3.73301478274e-05	0.0	1.91013453714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae	0.0	0.0	0.0	0.0	0.0	0.0	1.43905597928e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__MLE1-12;f__	0.0	0.0	0.0	1.24433826091e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17082308863e-05
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__	6.80252276416e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.4189674699400005e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__	9.71788966308e-06	0.0	7.19925127787e-05	7.46602956548e-05	8.95688157211e-06	7.64053814857e-05	5.75622391711e-05	0.0	7.23008292905e-06	1.93662398025e-05	4.54679791757e-05	2.09045394207e-05	4.68329235453e-05
k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__IIb;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	0.0	0.0	8.79908489517e-05	4.97735304365e-05	0.00178241943285	0.000171912108343	0.0	0.0014035125747099	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.16758698798e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	0.0	0.0	0.0	0.0	0.0	5.73040361143e-05	0.0	5.4189674699400005e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	0.0	0.0	9.59900170382e-05	3.73301478274e-05	0.0	5.73040361143e-05	1.43905597928e-05	0.0	0.0	0.0	0.0	0.0	1.17082308863e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Exiguobacteraceae]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae	4.85894483154e-05	8.44480475611e-06	0.0001519841936439	0.0001368772087	0.0001433101051539	5.73040361143e-05	4.31716793783e-05	5.4189674699400005e-06	0.0	0.0	0.0	1.04522697104e-05	4.68329235453e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__	0.0	0.0	0.000119987521298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae	0.0	0.0	2.39975042596e-05	0.0	0.0	0.0	2.87811195856e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	0.0	0.0	7.99916808652e-06	0.0	8.95688157211e-06	1.27342302476e-05	0.0	3.25138048196e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	3.88715586523e-05	8.44480475611e-06	0.0836073048403	0.00980538549599	0.00012539634201	0.0001464436478479	0.00248956684415	3.25138048196e-05	0.0	0.0	1.13669947939e-05	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	1.45768344946e-05	0.0	0.0	1.24433826091e-05	8.95688157211e-06	1.27342302476e-05	0.0	1.08379349399e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	4.85894483154e-06	0.0	7.99916808652e-06	0.0	8.95688157211e-06	3.1835575619e-05	0.000690746870053	3.25138048196e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0.000699688055742	5.91136332928e-05	0.00137585691088	0.0015056492957	0.00198842770901	0.00196743857326	0.000244639516477	0.00229222323978	5.78406634324e-05	2.90493597037e-05	0.000147770932321	4.18090788415e-05	0.000199039925067
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae	3.88715586523e-05	8.44480475611e-06	0.0	0.0	0.0	0.000464799404038	0.000158296157721	0.0	0.0	6.77818393086e-05	0.000272807875054	3.13568091311e-05	0.000105374077977
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__	0.0780881023877	0.0281718686664	0.0216857446826	0.0467000149321	0.00352901133941	0.0390176814786999	0.0301194416463	0.0257780282545	0.0181330479861	0.0121038998765	0.0207333985040999	0.01912765357	0.0144011239902
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	2.91536689892e-05	5.06688285367e-05	7.99916808652e-06	0.0	0.0	3.82026907429e-05	0.0	0.000384746690366	6.50707463615e-05	0.000101672758963	7.95689635574e-05	3.13568091311e-05	0.0001873316941809
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	0.000398433476186	0.0003546817997569	7.99916808652e-06	1.24433826091e-05	0.0021854791036	0.000662179972876	0.000158296157721	0.00136016083495	0.0003253537318069	0.00062940279358	0.000647918703253	0.000407638518704	0.000152207001522
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__EtOH8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae	0.0	0.0	1.5998336173e-05	0.0	0.0	3.82026907429e-05	0.000115124478342	5.4189674699400005e-06	0.0	0.0	1.13669947939e-05	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	0.172541130968	0.233709971625	0.483405725805	0.307488427654	0.0486537806996999	0.163730365409	0.0857533458052	0.147628930784	0.0731395189103	0.026860974606	0.0378520926637	0.0690895027855	0.0430979978925
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	1.94357793262e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	3.40126138208e-05	0.0	1.5998336173e-05	0.0	8.95688157211e-05	1.27342302476e-05	0.0	0.000102960381929	2.16902487872e-05	9.68311990123e-06	9.09359583513e-05	5.22613485518e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	0.160967124379	0.0693825158762	0.11960356123	0.252028271365	0.018316822815	0.362836422445	0.7355446826880001	0.0924204901998	0.0307640028631	0.0313587838001	0.0373064769136	0.0208000167235999	0.0599227256762
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Symbiobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	0.0121327852444	0.0370304688556	0.000495948421364	0.0008461500174209	0.612946276624	0.00950610287985	0.00187077277306	0.0676341329923	0.0670879394987	0.0864412113583	0.0996999113373999	0.0787055909191	0.0730944854233
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]	2.91536689892e-05	5.91136332928e-05	0.000247974210682	0.000659499278284	0.000134353223582	0.0005284705552759	0.000388545114405	0.0001083793493989	7.23008292905e-06	8.23065191605e-05	0.000136403937527	3.13568091311e-05	9.36658470905e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae]	0.0	0.0	7.99916808652e-06	2.48867652183e-05	0.0	6.36711512381e-06	0.0	0.0001950828289179	1.44601658581e-05	9.68311990123e-06	2.27339895878e-05	1.04522697104e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__MBA08;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__OPB54;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae	0.00145282450463	0.000971152546953	0.190372201291	0.1314270071179999	0.00655643731079	0.0367573556097	0.0397611167074	0.00828018229407	0.0014677068346	0.0019801980198	0.00453543092277	0.00145286548974	0.00396909027046
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	0.0	0.0	7.99916808652e-06	0.0	0.0	6.36711512381e-06	0.0	1.62569024098e-05	7.23008292905e-06	4.84155995062e-06	0.0	3.13568091311e-05	1.17082308863e-05
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__GN02;c__3BR-5F;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__GN02;c__BD1-5;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales;f__Victivallaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OD1;c__ABY1;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__OM190;o__agg27;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	0.0	0.0	0.0	0.0	0.0	1.91013453714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__	0.0	0.00502465882989	0.000239975042596	0.000609725747847	0.000107482578865	0.000356558446933	7.19527989639e-05	0.0	0.00147493691753	0.00220775133748	0.00284174869848	0.0009093474648019	0.0027865589509399
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__	0.0	0.0	0.0	0.0	0.0	6.36711512381e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae	0.0	0.0	7.99916808652e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae	0.0	0.0	0.0	0.0	0.0	1.27342302476e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4189674699400005e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae	0.0	0.0	2.39975042596e-05	2.48867652183e-05	0.0	0.0	0.0	5.4189674699400005e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae	0.0	0.0	0.0	0.0	0.0	1.91013453714e-05	0.0	5.4189674699400005e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae	0.0	0.0	0.0	0.0	0.000376189026029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria	4.85894483154e-06	0.0	1.5998336173e-05	0.0	0.0	6.36711512381e-06	1.43905597928e-05	0.0	0.0	0.0	0.0	2.09045394207e-05	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	0.0	0.0	3.99958404326e-05	3.73301478274e-05	4.47844078606e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	0.112951031554	0.0204364275098	0.00288769967923	0.00691852073068	0.0543145298533	0.0051382619049099	0.0004748884731619	0.00224345253255	0.0201863915379	0.0456607518943	0.0916407120286	0.018657301433	0.0493267767239999
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	0.0	0.0	1.5998336173e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	0.0	0.0	4.79950085191e-05	7.46602956548e-05	5.37412894327e-05	1.27342302476e-05	0.0	1.62569024098e-05	0.0	2.42077997531e-05	3.41009843817e-05	3.13568091311e-05	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	0.000281818800229	0.0	0.0	0.0	7.16550525769e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17082308863e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MND1;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13669947939e-05	0.0	0.0
