taxonomy	SRR5761071	SRR5761069	SRR5761073	SRR5761117	SRR5760868	SRR5760867	SRR5760912	SRR5760914	SRR5760996	SRR5761077	SRR5761185	SRR5761186	SRR5761190	SRR5761037	SRR5760945	SRR5760860	SRR5760852	SRR5761089	SRR5760964	SRR5760961	SRR5760884	SRR5760956	SRR5761021	SRR5761029	SRR5761150	SRR5761153	SRR5760928	SRR5760926	SRR5760979	SRR5761105	SRR5761099	SRR5761098	SRR5761126	SRR5760879	SRR5760920	SRR5760921	SRR5761181	SRR5761176	SRR5761177	SRR5761173	SRR5761108	SRR5760983	SRR5760955
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__bromii	0.0	0.0085719183953368	0.0	0.0077534791252485	0.0	0.0	0.0	0.0	0.0	0.0148165850161309	0.0121097954790096	0.0	0.0	0.0049112624176805	0.0130044241855476	0.0	0.007755340942347	0.003338898163606	0.0	0.0	0.0	0.0	0.015228426395939	0.0051107325383304	0.0	0.0231316725978647	0.0	0.0	0.0	0.0	0.0	0.0036385688295936	0.0	0.0	0.0103429504627109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0058406341259908
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__obeum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0076695371367061	0.0047744691544163	0.0024365482233502	0.0024556312088402	0.0077758412655851	0.0096388813467282	0.0073163593795727	0.0169980270147215	0.0	0.0047483380816714	0.0	0.0071345180957322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.0211038961038961	0.0013715069432539	0.0	0.014910536779324	0.0	0.0045567522783761	0.0129543001079525	0.0082177709296353	0.0	0.0035846576651929	0.0064585575888051	0.0016333710265108	0.0071065989847715	0.0035718272128585	0.028422040488001	0.0139831658973662	0.0083406496927129	0.0036424343602974	0.0081550644131899	0.0039173789173789	0.0	0.014139317680633	0.0	0.0	0.0213723284589426	0.0266903914590747	0.0	0.0	0.0357470210815765	0.010566037735849	0.0	0.0181928441479684	0.0	0.0	0.0	0.0	0.0	0.0087751371115173	0.0093312597200622	0.0	0.0044097693351424	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.0	0.0	0.0	0.0335984095427435	0.0	0.0	0.0007196833393306	0.0	0.0	0.0065718723861871	0.0017491926803013	0.0	0.0014213197969543	0.005915838821297	0.0174286097332082	0.0019006244909041	0.0062920690664325	0.0074366368189406	0.002009218768467	0.0085470085470085	0.0	0.014398754702296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__	0.010899814471243	0.0013715069432539	0.0	0.0015904572564612	0.0	0.0215410107705053	0.0059373875494782	0.0	0.0	0.0	0.0059203444564047	0.0	0.0	0.0037950664136622	0.0	0.0	0.1482294410301434	0.0059189558354833	0.0139463420399479	0.0	0.0636626705250103	0.0035023997924503	0.0	0.0127768313458262	0.0	0.0062277580071174	0.034453781512605	0.0311320754716981	0.0	0.0	0.0060240963855421	0.0	0.0335714285714285	0.0039144835892803	0.0	0.091609241994325	0.0313986679352997	0.006581352833638	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0154083204930662	0.0928725701943844	0.0	0.0	0.0358085186581228	0.0086294416243654	0.0	0.0226571926531706	0.0	0.0	0.0	0.0	0.0	0.0	0.0054481774549228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0156579343571213	0.0	0.0	0.0	0.0142595978062157	0.0	0.0118818240205523	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__	0.0071892393320964	0.0008571918395336	0.0037181632273656	0.0	0.0	0.0	0.0813242173443684	0.0698510529019003	0.0272138228941684	0.0	0.0	0.0	0.0	0.0070320348253153	0.0	0.002172142275319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0191226096737907	0.0177935943060498	0.0	0.0	0.0439963336388634	0.0	0.0	0.5312310491206792	0.0	0.0	0.0	0.0	0.0	0.0062157221206581	0.2142301710730948	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.0	0.0070289730841762	0.0	0.0	0.0	0.0136702568351284	0.0	0.0	0.0	0.0	0.0	0.014825983163714	0.0	0.0	0.0	0.0	0.0155106818846941	0.0	0.0040184375369341	0.0064102564102564	0.0111616370400992	0.0	0.0	0.0	0.0	0.0	0.0176470588235294	0.0	0.0	0.0	0.0316265060240963	0.0	0.0264285714285714	0.0	0.0	0.0	0.0071360608943862	0.0	0.0	0.0	0.0210312075983717	0.0	0.014601585314977
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.0185528756957328	0.0	0.0037181632273656	0.0	0.0047824007651841	0.0	0.0120546959337891	0.0	0.0060475161987041	0.0	0.002556512378902	0.0	0.0249746192893401	0.0018975332068311	0.0211824641372838	0.1122726038555525	0.0	0.008347245409015	0.0	0.0046296296296296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0084899939357186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0052177042101475	0.0	0.0172786177105831	0.0	0.0084768568353067	0.0	0.005989847715736	0.0027904900100457	0.0053626491486794	0.0070594623947868	0.0073163593795727	0.0232205190468963	0.0	0.0070037986704653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0310288513881328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii	0.0018552875695732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0120950323974082	0.0	0.0028256189451022	0.0	0.0	0.0014510548052237	0.0278857755731331	0.0130328536519142	0.0	0.0	0.0	0.0062915479582146	0.0	0.0070047995849007	0.0	0.0	0.0224971878515185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0070767555797495	0.0	0.0	0.0	0.0	0.0	0.0	0.0067114093959731	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0.0	0.0	0.0068786019706265	0.0	0.0033476805356288	0.0	0.0019791291831594	0.0	0.0	0.0007169315330385	0.0006727664155005	0.0018846588767433	0.0035532994923857	0.0016742940060274	0.0006703311435849	0.0010860711376595	0.0005853087503658	0.0045530429503718	0.0079186857345467	0.0015432098765432	0.0057875155022736	0.029575820469581	0.0203045685279187	0.0195911413969335	0.0157480314960629	0.0044483985765124	0.0058823529411764	0.0	0.0	0.0	0.0	0.0	0.0042857142857142	0.007226738934056	0.0	0.0	0.0	0.0029250457038391	0.0	0.0	0.0149253731343283	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Succinivibrionaceae; g__Ruminobacter; s__	0.0	0.0	0.3091652723554564	0.0270377733598409	0.0	0.0	0.0	0.0015408320493066	0.0	0.011709881706297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016243654822335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1480411046885035	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__	0.0	0.0003428767358134	0.0046477040342071	0.0053677932405566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011307953260459	0.0	0.0024556312088402	0.0028153908030567	0.0	0.0008779631255487	0.0258005767187737	0.0033093015010046	0.0048670465337132	0.0	0.0071345180957322	0.0081218274111675	0.0	0.0	0.0	0.0	0.0094339622641509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016687526074259
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0.0	0.0044573975655751	0.0	0.0031809145129224	0.0	0.0	0.0086362000719683	0.0	0.0	0.0	0.0	0.0067847719562759	0.0149238578680203	0.003236968411653	0.0010725298297358	0.0	0.0014632718759145	0.0098649263924723	0.1342630894693298	0.0015432098765432	0.0074410913600661	0.0153067842781164	0.0111675126903553	0.0	0.0157480314960629	0.0	0.0	0.0056603773584905	0.0	0.0316981132075471	0.0	0.0	0.0	0.0	0.0	0.0	0.0038058991436726	0.0	0.0	0.0025690430314707	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.0	0.0	0.0165458263617772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0162080663399924	0.0	0.0174126576626855	0.0	0.0008145533532446	0.0010242903131401	0.0086507816057064	0.0	0.0	0.0	0.0129718510831495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.0	0.0024001371506943	0.0044617958728388	0.0	0.0	0.0086992543496271	0.0	0.0	0.0	0.0	0.0	0.0	0.0025380710659898	0.0	0.009116503552755	0.0	0.0027802165642376	0.0	0.0115825552535161	0.0008309591642924	0.0	0.0154365027889479	0.0	0.0	0.0	0.0	0.0067226890756302	0.0094339622641509	0.0	0.0	0.0	0.0	0.0178571428571428	0.0114423366455886	0.0	0.0	0.0	0.0	0.0124416796267496	0.0	0.0	0.0073215375228798	0.0070921985815602
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__celatum	0.0	0.0041145208297617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014338630660771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0060913705583756	0.0494037478705281	0.014623172103487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
