taxonomy	SRR5761071	SRR5761069	SRR5761073	SRR5761117	SRR5760868	SRR5760867	SRR5760912	SRR5760914	SRR5760996	SRR5761077	SRR5761185	SRR5761186	SRR5761190	SRR5761037	SRR5760945	SRR5760860	SRR5760852	SRR5761089	SRR5760964	SRR5760961	SRR5760884	SRR5760956	SRR5761021	SRR5761029	SRR5761150	SRR5761153	SRR5760928	SRR5760926	SRR5760979	SRR5761105	SRR5761099	SRR5761098	SRR5761126	SRR5760879	SRR5760920	SRR5760921	SRR5761181	SRR5761176	SRR5761177	SRR5761173	SRR5761108	SRR5760983	SRR5760955
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0.0183209647495361	0.1578947368421052	0.1470533556423127	0.1059642147117296	0.2922046867527498	0.2236951118475559	0.0356243252968693	0.3410374935798664	0.150755939524838	0.0610586688971203	0.0394241119483315	0.4418896846337479	0.0943147208121827	0.0305837705101015	0.1089958439469097	0.0057018734727124	0.030289727831431	0.0525117620276218	0.0802505613993617	0.023741690408357	0.2575444398511782	0.2271371124659489	0.1939086294416243	0.0783645655877342	0.1259842519685039	0.1717081850533807	0.3504201680672268	0.3330188679245283	0.3510540788267644	0.4415094339622641	0.1340361445783132	0.1158277744087325	0.33	0.1171333935561577	0.0881872618399564	0.1345764085934333	0.3273073263558516	0.3206581352833638	0.0812597200622084	0.3975594091201027	0.2184531886024423	0.388346552776083	0.2327909887359199
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0.0248144712430426	0.0538316475227155	0.0171035508458821	0.1656063618290258	0.1865136298421807	0.0898922949461474	0.0341849586182079	0.1494607087827426	0.186609071274298	0.0507826502569004	0.0422497308934338	0.1007664279432089	0.0452791878172588	0.018417234066302	0.0398176699289449	0.0	0.1589113257243195	0.1059341326453179	0.0867509750620494	0.0398860398860398	0.3534518396031418	0.0477364119859904	0.0812182741116751	0.0281090289608177	0.0978627671541057	0.152135231316726	0.1789915966386554	0.2160377358490566	0.1173235563703024	0.0996226415094339	0.1701807228915662	0.0927835051546391	0.21	0.373682625715146	0.0	0.2067288204296716	0.1217887725975261	0.2234003656307129	0.1104199066874028	0.2068079640333975	0.3175033921302578	0.0716900549115314	0.4013350020859407
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0.0	0.0077147265558031	0.0089235917456776	0.0	0.0	0.0190555095277547	0.0091759625764663	0.0	0.0	0.0276018640219859	0.0557050592034445	0.0	0.0	0.0108271012389775	0.0249363185413594	0.0	0.0288264559555165	0.1520716345424191	0.0	0.2966524216524216	0.0285241835469202	0.0	0.0	0.0724020442930153	0.0	0.0498220640569395	0.0705882352941176	0.0584905660377358	0.0	0.0528301886792452	0.0	0.0230442692540933	0.0	0.0087323095453176	0.0	0.0	0.0	0.0160877513711151	0.0	0.0	0.0	0.0274557657107992	0.0446391322486441
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Sarcina; s__	0.0	0.0546888393622492	0.0	0.0127236580516898	0.0	0.0	0.0	0.0	0.0	0.0069303381527064	0.0	0.0547807513506721	0.1350253807106599	0.0092644268333519	0.0122000268132457	0.0445289166440401	0.0750658472344161	0.0019729852784944	0.0	0.007716049382716	0.0	0.0	0.0	0.1873935264054514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012202562538133	0.0133500208594075
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Succinivibrionaceae; g__Succinivibrio; s__	0.0076530612244897	0.0150865763757929	0.0598624279605874	0.0681908548707753	0.0454328072692491	0.0248550124275062	0.0133141417776178	0.0338983050847457	0.0181425485961123	0.0119488588839765	0.0	0.0	0.0	0.0	0.0013406622871698	0.0	0.0007316359379572	0.00106237668842	0.0007091360359295	0.0	0.0	0.0011674665974834	0.0101522842639593	0.0	0.0	0.0035587188612099	0.0058823529411764	0.0056603773584905	0.1668194317140238	0.0641509433962264	0.0451807228915662	0.0	0.025	0.005420054200542	0.0	0.1062018646128901	0.1988582302568982	0.0778793418647166	0.0	0.1072575465639049	0.0094979647218453	0.2217815741305674	0.0884438881935753
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.0387291280148423	0.0044573975655751	0.0	0.0085487077534791	0.0153036824485891	0.0	0.0313062252608852	0.0190035952747817	0.0211663066954643	0.0299916357987812	0.0310818083961248	0.0027641663525568	0.0361421319796954	0.0475499497711798	0.0313714975197747	0.0980179201737713	0.0788703541117939	0.0262558810138109	0.081905212149864	0.040360873694207	0.0	0.0341159683486833	0.1289340101522842	0.0502555366269165	0.0663667041619797	0.0302491103202846	0.0	0.0	0.0256645279560036	0.0354716981132075	0.0	0.0	0.0	0.0	0.0152422427871529	0.0	0.0	0.0215722120658135	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii	0.0	0.019543973941368	0.0	0.0	0.0	0.0	0.0	0.0	0.0375809935205183	0.0353686222965706	0.0361948331539289	0.0213594672697575	0.0134010152284263	0.0139524500502288	0.0276176431156991	0.0103176758077654	0.0	0.0182121718014873	0.0	0.0300332383665717	0.0181893344357172	0.0081722661823842	0.0629441624365482	0.0	0.0	0.0622775800711743	0.0	0.0	0.0	0.0	0.0346385542168674	0.0	0.0	0.0	0.0424605334784975	0.0	0.0532825880114177	0.0	0.0	0.0	0.0413839891451831	0.0176937156802928	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__	0.0143784786641929	0.0	0.008551775422941	0.0	0.0100430416068866	0.0	0.0	0.0	0.0207343412526997	0.0	0.0022874058127018	0.0012564392511622	0.0	0.0	0.0	0.0105891935921802	0.0	0.0024282895735316	0.0	0.0	0.0	0.0022052146841354	0.0	0.0153321976149914	0.0	0.0160142348754448	0.0	0.0	0.0	0.0	0.0240963855421686	0.0066707095209217	0.0	0.0	0.0	0.0	0.0	0.003290676416819	0.0	0.0	0.0	0.0	0.0062578222778473
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Gemmiger; s__formicilis	0.0025510204081632	0.0037716440939482	0.0011154489682097	0.0069582504970178	0.0124342419894787	0.0198840099420049	0.0	0.0164355418592706	0.0233261339092872	0.0707372445931413	0.0041711517761033	0.027390375675336	0.0051776649746192	0.0099341444357629	0.0037538544040756	0.0461580233505294	0.0	0.0157838822279556	0.0	0.0	0.0	0.0041509923466078	0.0213197969543147	0.0127768313458262	0.0	0.0	0.0	0.0	0.0	0.0	0.0286144578313253	0.0	0.0	0.0084311954230653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0054234459741343
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.1045918367346938	0.0382307560432024	0.026213050752928	0.0757455268389662	0.0430416068866571	0.0207125103562551	0.0	0.0405752439650744	0.0	0.0071693153303859	0.0	0.0	0.0049746192893401	0.0698738698515459	0.0159538812173213	0.0	0.0218027509511267	0.0	0.0329748256707245	0.0	0.0	0.0	0.0	0.0	0.0989876265466816	0.0266903914590747	0.0	0.0	0.0137488542621448	0.0	0.036144578313253	0.0218314129775621	0.0	0.0	0.0	0.0	0.0	0.0	0.0357698289269051	0.0	0.0308683853459972	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0.0	0.0051431510372021	0.0282580405279791	0.0	0.0	0.0	0.0	0.0	0.0211663066954643	0.0019118174214362	0.0	0.0110566654102274	0.002233502538071	0.003236968411653	0.0	0.0	0.0	0.0	0.1229169128944569	0.0	0.0144687887556841	0.0035023997924503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093230644507498	0.0	0.0120658135283363	0.0326594090202177	0.0	0.0223880597014925	0.0146430750457596	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	0.0067254174397031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0482733898912653	0.0153390742734122	0.0041462495288352	0.0081218274111675	0.0013394352048219	0.0231934575680386	0.002172142275319	0.0043898156277436	0.0478069509789042	0.0021274081077886	0.0169753086419753	0.0	0.0081722661823842	0.0	0.0	0.0	0.0346975088967971	0.0	0.0	0.0054995417048579	0.0	0.0	0.0	0.0	0.006323396567299	0.0065323897659227	0.0	0.0	0.0	0.0	0.0	0.0	0.0125076266015863	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.0	0.0054860277730156	0.0265848670756646	0.0	0.0387374461979913	0.0	0.0017992083483267	0.0	0.0198704103671706	0.0	0.0008073196986006	0.0140721196130167	0.0	0.0033485880120549	0.0010725298297358	0.002172142275319	0.0144863915715539	0.0	0.0163101288263798	0.0039173789173789	0.0264572137246796	0.0027240887274614	0.0	0.0	0.093363329583802	0.0	0.0369747899159663	0.040566037735849	0.0549954170485792	0.0	0.0436746987951807	0.0	0.0	0.0	0.0	0.1560599918929874	0.0	0.0084095063985374	0.0229393468118195	0.0208734746307	0.0444369063772048	0.0036607687614399	0.0066750104297037
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii	0.0435992578849721	0.0048002743013886	0.0	0.0141153081510934	0.0306073648971783	0.0306545153272576	0.0061173083843109	0.0231124807395993	0.0207343412526997	0.0	0.0143972012917115	0.0067847719562759	0.0058883248730964	0.0055809800200915	0.0162220136747553	0.0058376323649199	0.006145741878841	0.0051601153437547	0.0124098806287672	0.020417853751187	0.0	0.0111557919315086	0.0	0.0	0.0157480314960629	0.0	0.0277310924369747	0.0292452830188679	0.0	0.0143396226415094	0.0	0.0169799878714372	0.0192857142857142	0.028003613369467	0.0647795318454001	0.0129712201053911	0.0	0.0146252285191956	0.025660964230171	0.0077071290944123	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.0	0.0173152751585804	0.0263989589142963	0.0033797216699801	0.0	0.0	0.0	0.0	0.0177105831533477	0.0044210777870713	0.0020182992465016	0.0075386355069732	0.0055837563451776	0.0085947092309409	0.0099209009250569	0.0	0.0	0.0	0.0284836307765039	0.0092592592592592	0.0698635799917321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0222824450466726	0.0	0.0518848804215646	0.0	0.0076782449725776	0.0089424572317262	0.0	0.0135685210312075	0.0164734594264795	0.0166875260742594
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010051514009297	0.0	0.0	0.0	0.0153407548194406	0.0	0.0	0.0072095496986171	0.0	0.0	0.059411077960825	0.1512690355329949	0.2938671209540034	0.0	0.0	0.0	0.0	0.0210815765352887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0104662226450999	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__stercorea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0133538777606574	0.0	0.0068108495638666	0.0102260495156081	0.0223646186706872	0.0	0.0127246344458086	0.0	0.0	0.0043898156277436	0.0107755349825466	0.0	0.0	0.0359652749069863	0.0137501621481385	0.0	0.0	0.0348706411698537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0114285714285714	0.0	0.0827436037016875	0.0133765707336846	0.0	0.0	0.0	0.0	0.0542740841248303	0.0115924344112263	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__	0.0	0.0	0.0053913366796802	0.0	0.0	0.0	0.0	0.0	0.0207343412526997	0.0255705580117098	0.0657965554359526	0.0096745822339489	0.0	0.0007813372028128	0.0056307816061134	0.0217214227531903	0.0	0.010016694490818	0.0	0.0022554605887939	0.0	0.0	0.0071065989847715	0.0315161839863713	0.0281214848143982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0085714285714285	0.0	0.0261295590636908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__	0.034090909090909	0.0	0.0	0.0	0.1233859397417503	0.0215410107705053	0.0183519251529327	0.0	0.0034557235421166	0.0	0.0055166846071044	0.0	0.0041624365482233	0.0	0.0	0.0	0.0	0.0223099104568219	0.0	0.0020180436847103	0.0	0.0029835257491244	0.0	0.0076660988074957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0040705563093622	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0.0	0.0	0.0	0.0057654075546719	0.0	0.016155758077879	0.0	0.0	0.0436285097192224	0.0	0.0653928955866523	0.0	0.008730964467005	0.0060274584216988	0.0	0.0	0.0	0.0097131582941265	0.0	0.1105175688509021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0461329715061058	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.0034786641929499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003023758099352	0.0035846576651929	0.0099569429494079	0.0025128785023244	0.0247715736040609	0.0074785132269226	0.0175626759619251	0.0137116481129513	0.0087796312554872	0.0402185460616178	0.0027183548043966	0.0113960113960113	0.0	0.0156959398106109	0.0	0.0	0.0	0.0035587188612099	0.0	0.0056603773584905	0.0	0.0	0.0	0.0	0.0057142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030506406345332	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0190978766176655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0515603799185888	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__	0.0	0.0	0.0169176426845138	0.040755467196819	0.0392156862745098	0.0	0.0084562792371356	0.0169491525423728	0.0	0.0	0.0017491926803013	0.0018846588767433	0.0	0.0358298917289876	0.0	0.0	0.0	0.0028835938685688	0.0	0.002730294396961	0.0260438197602315	0.0092100142690361	0.0	0.0	0.0	0.0	0.0605042016806722	0.0471698113207547	0.0	0.0	0.0331325301204819	0.0	0.0221428571428571	0.0409515206263173	0.0	0.0	0.0	0.0058500914076782	0.0	0.0	0.0	0.0137278828553996	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.0120593692022263	0.0066860963483627	0.0	0.0	0.0	0.0020712510356255	0.0147535084562792	0.0	0.0	0.0035846576651929	0.0223358449946178	0.0022615906520919	0.0145177664974619	0.0054693604196896	0.0162220136747553	0.0152049959272332	0.0	0.0223099104568219	0.0033093015010046	0.0180436847103513	0.0	0.0083019846932157	0.0335025380710659	0.0	0.0	0.0676156583629893	0.0	0.0	0.0	0.0	0.0331325301204819	0.0	0.0	0.0	0.0087098530212302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
