taxonomy	SRR5761070	SRR5761067	SRR5761062	SRR5761063	SRR5760862	SRR5760863	SRR5760910	SRR5760913	SRR5760997	SRR5761083	SRR5761184	SRR5761182	SRR5761039	SRR5760943	SRR5760859	SRR5761087	SRR5761094	SRR5760963	SRR5760962	SRR5760890	SRR5760886	SRR5761166	SRR5761170	SRR5761168	SRR5761043	SRR5761044	SRR5761144	SRR5761013	SRR5761019	SRR5761024	SRR5761149	SRR5761148	SRR5761152	SRR5761198	SRR5761192	SRR5760933	SRR5760976	SRR5761103	SRR5761100	SRR5761130	SRR5760919	SRR5761003	SRR5760895	SRR5760987
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0.2217520101565806	0.274914089347079	0.1378205128205128	0.0838434427749953	0.3238372093023255	0.2830094668659691	0.3838105726872247	0.4074436826640548	0.1871181938911022	0.1311720698254364	0.0138877407621724	0.2716939890710382	0.0815764089844288	0.0936770634415446	0.0161654985304092	0.1849126034958601	0.0646131805157593	0.113150310935841	0.1096464210915362	0.032218471923903	0.3218762636473918	0.1625849467880497	0.0868342964235514	0.3323035732674287	0.1952102803738317	0.2124207110193244	0.0930350788002033	0.0	0.0699115044247787	0.4398148148148148	0.1114982578397212	0.2616869918699187	0.1588628762541806	0.1789802289281997	0.3381592554291623	0.168141592920354	0.5153901216893343	0.3525423728813559	0.1169590643274853	0.0642123287671233	0.4281930547380812	0.0935162094763092	0.3157506455182589	0.3204395604395604
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0.1756242065171392	0.0384552446408116	0.1559829059829059	0.0502689667965127	0.0930232558139534	0.1092177379172894	0.1965170704845815	0.1952334312765263	0.0620185922974767	0.1356608478802992	0.005290567909399	0.0457923497267759	0.0362408708832851	0.2833651601952047	0.0044087723264752	0.2883164673413063	0.0557306590257879	0.1762475352646746	0.2861894788715042	0.079165388155876	0.0490632160668553	0.2508013847929222	0.1076058097766671	0.1278962001853568	0.2422897196261682	0.0833456261985543	0.1311642094560244	0.0741839762611275	0.0530973451327433	0.1712962962962963	0.0	0.0985772357723577	0.1479933110367893	0.0811654526534859	0.0	0.1189773844641101	0.1145311381531854	0.059322033898305	0.1052631578947368	0.0	0.0971159505591524	0.197838736492103	0.2327554407967539	0.2312087912087912
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0.0	0.0119456717394861	0.0	0.0172509738452977	0.0476744186046511	0.0076731439960139	0.0234719162995594	0.0577864838393731	0.0196547144754316	0.0	0.1427626684301893	0.0	0.0348628910017913	0.0	0.0	0.0655933762649494	0.1895415472779369	0.0	0.0	0.0518563976679963	0.0	0.0388511347608667	0.0	0.0	0.0	0.0069331759846585	0.034570411794611	0.0	0.0628318584070796	0.0	0.0627177700348432	0.0802845528455284	0.0367892976588628	0.0353798126951092	0.0	0.0442477876106194	0.0307802433786685	0.0762711864406779	0.0	0.0	0.0497351383166568	0.0	0.016967908520841	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Sarcina; s__	0.0	0.0042546228113238	0.0044515669515669	0.0020404377666481	0.0	0.0	0.0	0.0075089781260202	0.0320053120849933	0.0	0.1993056129618913	0.0	0.0	0.0170804158709951	0.0170698620845579	0.0	0.0123209169054441	0.0	0.0	0.003375268487266	0.0281709125219032	0.0	0.0028111822583164	0.0	0.0	0.0	0.0045754956786985	0.009891196834817	0.1088495575221239	0.0	0.0	0.016260162601626	0.0	0.0	0.0	0.0	0.0114531138153185	0.0059322033898305	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Succinivibrionaceae; g__Succinivibrio; s__	0.0685569191705459	0.1728031418753068	0.0676638176638176	0.0908922277870525	0.0	0.0081714000996512	0.0010324889867841	0.0812928501469147	0.0127490039840637	0.0024937655860349	0.0070265355046705	0.0	0.0013779798814937	0.0	0.0	0.0	0.0	0.0	0.0	0.0090518563976679	0.0226445612616255	0.0006411078343377	0.0	0.0	0.0	0.1163888479126714	0.0	0.0	0.0	0.0	0.0685249709639953	0.0	0.0	0.0145681581685744	0.0	0.0127826941986234	0.0114531138153185	0.009322033898305	0.0	0.0	0.1662742789876398	0.1213632585203657	0.0793065289561047	0.2325274725274725
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.0027507405840033	0.0	0.0	0.0094602114635503	0.0	0.0097658196312904	0.0	0.0	0.0140770252324037	0.0	0.025047532446061	0.0260109289617486	0.0600799228331266	0.0055166560577127	0.0434094505991408	0.0	0.0391117478510028	0.0582435916881541	0.0543304176419859	0.120435716477447	0.0820865345733926	0.0	0.0237388724035608	0.0048398723097518	0.0	0.0672665584894527	0.0203355363497712	0.0	0.0619469026548672	0.0308641975308641	0.0975609756097561	0.0	0.0	0.0707596253902185	0.0	0.0609636184857423	0.0	0.0	0.0217209690893901	0.0308219178082191	0.0079458505002942	0.0207813798836242	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii	0.014388489208633	0.0	0.0	0.021702838063439	0.0930232558139534	0.0127553562531141	0.0103248898678414	0.0156709108716944	0.0240371845949535	0.0413965087281795	0.0	0.0397814207650273	0.0100592531349042	0.0503925312964141	0.0	0.0	0.0	0.0298801759441832	0.0317851422939509	0.0	0.0142876398436446	0.0	0.0	0.0165791370610647	0.0176401869158878	0.0	0.0533807829181494	0.0	0.0345132743362831	0.0	0.0348432055749128	0.0	0.0836120401337792	0.0	0.0	0.0727630285152409	0.0	0.0	0.0	0.0	0.0123602118893466	0.0374064837905236	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0006883259911894	0.0039177277179236	0.0	0.0	0.0235595602215425	0.0	0.0668320242524459	0.0	0.0118697716482025	0.0	0.0	0.0	0.0	0.0052163240257747	0.0043132497641191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0242474916387959	0.0218522372528616	0.0062047569803516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Gemmiger; s__formicilis	0.0063478628861616	0.0026182294223531	0.0	0.008347245409015	0.0656976744186046	0.0070752366716492	0.003579295154185	0.0	0.0087649402390438	0.0	0.0150450524923534	0.0218579234972677	0.0099214551467548	0.0	0.0544879041374632	0.0087396504139834	0.009025787965616	0.021993022903079	0.0166317605026487	0.010739490641301	0.0540504111066181	0.0029490960379535	0.0	0.0111214087117701	0.0058411214953271	0.0	0.0289781392984239	0.0	0.0	0.0	0.0	0.0	0.0618729096989966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.0393567498942022	0.050891834396989	0.0927706552706552	0.0319050268966796	0.0	0.04853014449427	0.0093612334801762	0.0156709108716944	0.0312084993359893	0.1895261845386533	0.0275274861535918	0.0	0.0	0.0	0.0033913633280578	0.0011959521619135	0.0	0.0	0.0	0.0438784903344584	0.0140180617333872	0.0	0.0501327502733093	0.0136958088765317	0.0075934579439252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0476588628762541	0.0	0.0	0.0	0.0	0.0	0.0200501253132832	0.0	0.0	0.0444721529509559	0.0	0.0
