,root:BJN,root:TT
MTC1T1,0.57250774,0.42749226
MTC1T2,0.02877757,0.9712224
MTT1T4,0.12914445,0.8708555
MTT1T5,0.028326424,0.9716736
MTT1T11,0.028326416,0.9716736
MTT1T12,0.028732779,0.9712673
MTT1T13,0.028326439,0.9716735
MTT1T15,0.5884998,0.41150022
MTT1T8,0.028329046,0.9716709
MTT1T9,0.028326424,0.9716736
MTT1T17,0.02877074,0.97122926
