taxonomy	SRR5761075	SRR5761058	SRR5761064	SRR5761120	SRR5761124	SRR5760998	SRR5760999	SRR5761080	SRR5761187	SRR5761031	SRR5761034	SRR5760873	SRR5761055	SRR5761054	SRR5760941	SRR5760856	SRR5760854	SRR5761088	SRR5761095	SRR5761165	SRR5761140	SRR5761143	SRR5761155	SRR5761196	SRR5760972	SRR5760970	SRR5761097	SRR5760878	SRR5761005	SRR5761004	SRR5761009	SRR5760904	SRR5760902	SRR5761178	SRR5761172	SRR5761106	SRR5761109	SRR5761114	SRR5760982	SRR5760980	SRR5760981	SRR5760954	SRR5760947	SRR5760946
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0.0834883240338913	0.1917185658979969	0.1162748314197193	0.0561338289962825	0.0948601662887377	0.1688790560471976	0.1584263689526847	0.1377617473199078	0.0254706533776301	0.0309914247028734	0.0058974746711023	0.0723718964606444	0.1048909840895698	0.0980186130291203	0.2679975801572897	0.0412259874811137	0.2710342979635584	0.0869397590361445	0.0566388115134633	0.0973205257836198	0.0	0.0	0.1523087525844245	0.1994149195514383	0.4868613138686131	0.1194029850746268	0.125764192139738	0.1395348837209302	0.0	0.0235168359166221	0.0242792109256449	0.2130434782608695	0.281031031031031	0.2883313420947829	0.2063416942735447	0.0717509025270758	0.2174041297935103	0.0902612826603325	0.2152917505030181	0.3803376365441906	0.1882142056912391	0.0053496369889186	0.2059516794342958	0.3258064516129032
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0.0	0.1732031644504292	0.0785492983415345	0.1013011152416356	0.0389266817838246	0.4203539823008849	0.188729399255715	0.0271515880172327	0.063223598107319	0.0191063637731307	0.0	0.0217908082408874	0.051266941661756	0.058991293905734	0.0354910264166162	0.013813943449169	0.077706323687031	0.2454939759036144	0.1720055710306406	0.1028816986855409	0.0	0.0	0.1399035148173673	0.1472452462213554	0.1956204379562043	0.0940298507462686	0.1021834061135371	0.3758139534883721	0.2121739130434782	0.2399786210582576	0.4018209408194234	0.2481605351170568	0.0965965965965966	0.2019115890083632	0.0884997633696166	0.1692238267148014	0.2976401179941003	0.2185273159144893	0.1945003353454057	0.0908639523336643	0.3392336993054	0.0	0.5223924572775486	0.1303225806451612
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0.0	0.0	0.0094769455075633	0.0172862453531598	0.0447845804988662	0.0597345132743362	0.0340244550770866	0.0161306482316401	0.0	0.0246727847149089	0.0	0.0	0.0183853859752504	0.0205643950765535	0.0	0.0168357435786747	0.0037513397642015	0.2440481927710843	0.2534818941504178	0.1271486349848331	0.0	0.0	0.0	0.0429058995611896	0.0284671532846715	0.0	0.0	0.0	0.0182608695652173	0.0192410475681453	0.0157814871016691	0.0	0.0	0.0	0.0	0.0	0.0	0.0270783847980997	0.0	0.0	0.0569123907685413	0.0	0.0312315851502651	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Sarcina; s__	0.0140524901839222	0.0	0.0	0.0	0.0	0.0	0.0	0.0828574291153191	0.0073492399073794	0.0004513314277117	0.1184031453198245	0.103539355520338	0.0057748968768414	0.0027018913239267	0.0	0.0	0.0022775991425509	0.0013493975903614	0.0	0.0	0.0	0.0	0.0	0.0	0.0014598540145985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015929908403026	0.0	0.0	0.0	0.0052256532066508	0.0	0.0	0.0129957427739188	0.0	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Succinivibrionaceae; g__Succinivibrio; s__	0.0064062822897292	0.0552095606800202	0.121013304173501	0.0364312267657992	0.0249433106575963	0.0368731563421828	0.0085061137692716	0.0	0.0005033725963958	0.0004513314277117	0.0	0.0132065504490227	0.0	0.0003002101471029	0.0006049606775559	0.0	0.0014737406216505	0.0074216867469879	0.0019730733519034	0.0	0.0	0.0	0.0634045485871812	0.1267674305216967	0.0	0.044776119402985	0.0768558951965065	0.0055813953488372	0.0321739130434782	0.0352752538749331	0.0361153262518968	0.0541806020066889	0.1684184184184184	0.0712863401035444	0.0	0.1990072202166065	0.0206489675516224	0.0760095011876484	0.1301140174379611	0.2296425024826216	0.0779744566435133	0.0	0.0	0.0419354838709677
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.0202521182062409	0.0028614711328059	0.0382722799343903	0.0280669144981412	0.0357142857142857	0.0	0.0	0.0	0.1077217356287123	0.0201594704377914	0.1049448056857704	0.0241679873217115	0.0084855627578078	0.0247673371359951	0.0030248033877797	0.0107921433196632	0.040192926045016	0.0	0.0	0.022118301314459	0.0	0.0	0.0434183321847002	0.0092637737688932	0.0102189781021897	0.0	0.0	0.0	0.007391304347826	0.0	0.0054628224582701	0.0147157190635451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0219354838709677
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii	0.0	0.0062279077596364	0.0176781483506469	0.0386617100371747	0.0309901738473167	0.0	0.036682615629984	0.0560064121831479	0.0033222591362126	0.1035053407552279	0.0125510358384999	0.0332805071315372	0.0814378314672952	0.1277394175923146	0.0108892921960072	0.0135981005827757	0.010182207931404	0.0	0.0127669452181987	0.0	0.0	0.0	0.0413507925568573	0.0360799609946367	0.0372262773722627	0.0	0.0	0.0176744186046511	0.0526086956521739	0.0	0.0	0.0	0.0165165165165165	0.0	0.0	0.0234657039711191	0.0342182890855457	0.0	0.0	0.0	0.0154604526103517	0.0645777607948032	0.0	0.0393548387096774
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__	0.0	0.0015148964820737	0.0189538910151266	0.0	0.0	0.0117994100294985	0.0	0.0090171325518485	0.0	0.0	0.0	0.057580559957739	0.0086034177961107	0.0067547283098168	0.0012099213551119	0.3995251456939348	0.0010718113612004	0.0	0.0	0.0	0.0	0.0	0.008959338387319	0.0102389078498293	0.0	0.0208955223880597	0.0131004366812227	0.0	0.0047826086956521	0.0	0.0	0.0	0.0057557557557557	0.0	0.0	0.0	0.0	0.0	0.0154258886653252	0.0	0.0053775487340354	0.0	0.0097230406599882	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Gemmiger; s__formicilis	0.0	0.0016832183134152	0.010752688172043	0.0146840148698884	0.0	0.0	0.0	0.0170323614868249	0.0092620557736836	0.0242214532871972	0.0187509451081203	0.0034337031167459	0.004124926340601	0.0085559891924347	0.0126033474490824	0.013813943449169	0.0041532690246516	0.0377831325301204	0.0033658310120705	0.0083417593528816	0.0176870748299319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0060497423257898	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.0041330853482124	0.0461201817875778	0.0198651357754692	0.0029739776951672	0.0445956160241874	0.107669616519174	0.0	0.0	0.0	0.0	0.004536518977771	0.0083201267828843	0.0	0.0	0.0	0.0	0.0	0.001156626506024	0.0	0.006066734074823	0.0	0.0	0.11302549965541	0.0	0.0	0.0	0.0104803493449781	0.0	0.0	0.0219134152859433	0.0339908952959028	0.0	0.0	0.0	0.0	0.0157942238267148	0.0262536873156342	0.0422802850356294	0.0630449362843729	0.0047169811320754	0.0051534842034505	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0.0	0.0040397239521966	0.0	0.0055762081784386	0.0	0.0	0.0	0.0023043783188057	0.0036242826940501	0.0	0.0	0.0	0.0	0.0	0.0053438193184109	0.0	0.0083065380493033	0.0097349397590361	0.0386490250696378	0.0085945399393326	0.0	0.0	0.0	0.0	0.0503649635036496	0.0	0.0	0.0	0.0	0.0	0.0	0.0294314381270903	0.018018018018018	0.0	0.0	0.0	0.0241887905604719	0.0	0.0	0.0178748758689175	0.0	0.0	0.0	0.0
