,root:BJN,root:TT
MTC1T1,0.58789986,0.41210014
MTC1T2,0.48216954,0.5178304
MTT1T4,0.5990442,0.40095577
MTT1T5,0.5905949,0.4094051
MTT1T11,0.09634617,0.90365386
MTT1T12,0.14872074,0.85127926
MTT1T13,0.09647723,0.9035228
MTT1T15,0.587901,0.41209903
MTT1T8,0.588347,0.41165298
MTT1T9,0.10785862,0.89214134
MTT1T17,0.5930619,0.40693808
